"133","Dựa trên điều khoán tại trường 47 cùa các L/C sau đây, đâu là UPAS L/C ưả chậm?","Despite the tenor as stated in the credit, Beneficiary will be paid at sight by the JP Morgan Chase bank- Singapore branch following receipt of the relevant advice of acceptance from the issuing bank.","Despite the tenor of the draft at 180 days after shipment date, this credit is payable at sight after sight for the Beneficiary.","Despite the tenor as stated in this letter of credit (at 240 days after B/L date), Beneficiary or the nominated bank will be paid at sight by the reimbursing bank through a special arrangement with the issuing bank, following receipt by the reimbursing bank of the relevant advice of acceptance from the issuing bank.","Despite the tenor of the draft at 90 days after B/L date, this credit is payable at 30 days after sight for the Beneficiary,","4"
"134","Loại hàng hóa nào không đáp ứng diều kiện phát hành UPAS L/C?","Điện tử, máy tính và linh kiộn","Vũ kill, dạn dược, vật liệu nổ (trừ vật liệu nổ công nghiệp), ưang thiết bị kỹ thuật quân sư","Mặt hàng dệt may","Phương tiện vận tài và phụ tùng","2"
"135","Agribank có thực hiện nghiệp vụ xác nhận vả/hoặc thông báo kèm diều khoản đề nghị Agribank xác nhận dổi với thư bào lãnh qua hệ thống SWIFT không?","Cỏ","Không","Tùy theo nội dung tại thư bão lãnh","","1"
"136","Quy dịnli nào sau dây vè quản lỷ ngoại hối trong bão lãnh ngân hảng là đúng?","Việc phát hành bào lãnh bằng ngoại tệ phải phủ hợp vứi phạm vi hoạt dộng ngoại hổi cúa Agribank trên thị trưởng trong nưửc và thị trưởng quốc tế","Agribank chi thực hiện bào lãnh bằng ngoại tệ cho khách hàng dối với nghĩa vụ tài chính hợp pháp bằng ngoại tệ theo quy djnh của pháp luật","Cà 2 đáp án (1) và (2) đều dũng","","3"
"137","Ngày nào là ngày hét hạn hiệu lực trong trường hợp thư báo lãnh quy dinh cả ngày hết hạn hiệu lực (expiry date) và sự kiện hết hạn hiệu lực (expiry event)?","ngây hết hạn hiệu lực (expiry date)","ngày xây ra sự kiên het hạn hiệu lực (expiry event)","là ngày hoặc sự kiện xảy ra trưởc","","3"
"138","Trưởng hợp tiếp nhận Thư bào lãnh đổi ửng/đề nghị xác nhận bào lãnh bằng đường thư, Phòng/BỘ phận nghiệp vụ tại Chi nhánh thực hiện nhiệm vụ nào?","Ký, ghi cụ thể thời gian nhận","Gửi Trung tâm TTTM kiếm tra tỉnh xác thực của thư bào lãnh dối ửng/dề nghị xác nhận bão |lãnh","Kiểm tra tính xác thực của thư bâo lãnh dổi ửng/đề nghi xác nhận báo lãnh","Cả 2 đáp án (1) vâ (2) dều đúng","4"
"139","Hồ sơ đề ngliị phát hành bảo lãnh trên cơ sỡ bảo lãnh đối úng gồm những chứng từ nào?","Thư bào lãnh dối ứng (bân gốc ỉà băn có chữ ký trực tiếp, dóng dấu dỏ hoặc diộn SWIFT xác thực)","Tài liệu về bên bảo lãnh dối ứng vâ tài liệu về nghĩa vụ dược báo lãnh (nếu có)","Các tài liệu liên quan khác (nếu cỏ)","Tất cã đáp án trên","4"
"140","Đơn vị nào thực hiện hạch toán, phát hành bảo lãnh trên cơ sử báo lãnh đổi ứng theo nội dung thư băo lãnh dã được cấp cỏ thầm quyền phê duyệt?","Chi nhánh nơi có khách hàng lả bên nhận bào lãnh","Trung tâm TTTM","Ban ĐCTC","Đan Thẩm định và phê duyệt tín dụng","2"
"141","Điều kiện về giới hạn tài ượ thương mại là gi?","Bẽn bào lãnh đối ửng/bên bào lãnh dược Agribank cấp giới hạn tài trợ thương mại","Số dư khă dụng của giới hạn tài trợ thương mại lớn hon hoặc bằng số tiền khách hàng TCTD đề nghị Agribank phát hành Thư bào lãnh trên cơ sở bào lãnh đối ứng/xác nhận bâo lãnh","Thời hạn giới hạn tải ượ thương mại cỏn hiệu lực","Tất cả đáp án trên","4"
"142","Quy djnh nào đúng về số dư khã dụng của giới hạn tài ượ thương mại ?","lởn hơn hoặc bằng số tiền khách hảng TCTD dè nghị Agribank phát hành Thư bão lãnh ưên Cữ sờ bào lãnh dối ứng/xác nhận bào lãnh.","nhò hơn số tiền khách hàng TCTD dề nghị Agribank phát hành Thư bào lãnh trên cơ sờ bão lãnh dối ứng/xác nhận bào lãnh.","nhỏ hơn hoặc bàng sổ liền khách hảng TCTD dề nghị Agribank phát hành Thư bảo lãnh trên cơ sỡ bào lãnh dồi ửng/xác nhận bào lãnh.","","1"
"143","Thời hạn cam két hoàn trà cùa bên bão lãnh dổi với Agribank phâi dài hơn thời hạn hiệu lực cùa xác nhận bẵo lãnh tối thiều bao nhiêu ngày?","15 ngày","10 ngày","5 ngày","7 ngày","1"
"144","Số tiền mà Agribank xác nhận bào lãnh không dược lớn hơn số tiền mà bên bão lãnh dể nghị Agribank xác nhận, dứng hay sai?","Đủng","Sai","","","1"
"145","Khi tiếp nhận bão lãnh dối ứng, hồ sơ chi nhánh chuyển tiếp đến Trung tâm TTTM gồm chứng tử não?","Thư/diện SWIFT thư bảo lãnh đối ứng","thông tin về bên nhận bão lãnh; tài liệu, hồ sơ có liên quan đến khoản bão lãnh (nếu cỏ);","Cà đáp án (1) và (2) đều sai","Cã 2 đáp án (1) và (2) dều dúng","4"
"146","Đon vj nào chịu trách nhiệm kiểm tra, dánh giá nội dung, các diều khoăn, diều kiện thư bào lãnh đối ứng/văn bàn đề nghị xác nhận bão lãnh ?","Trung tâm TTTM","Chì nhánh","Ban ĐCTC","","1"
"147","Theo quy định thanh toán biên giới Việt Nam - Trung Quổc tại Agribank, khi khách hàng có nhu cầu thanh toán xuất nhập khầu bẳng đồng CNY thi có tile thực hiện tại Chi nhảnh nào?","Tat cà các Chi nhảnh của Agribank","Chi Chi nhảnh Thanh toán biên giởi","Chỉ Chi nhánh Đầu mối","Chi nhánh ủy thác","1"
"148","Theo quy djnh thanh toán biên giởi Việt Nam - Trung Quổc tại Agribank, quy định nào sau dây lã dúng?","Chi nhánh Đầu mổi thực hiện mua, bán dồng CNY vái ngân hàng đối tác","Chi nhánh biên giởi thực hiện mua, bán đồng CNY với ngân hàng dối tảc","Chi nhánh Đầu mối thực hiện mua, bán dồng CNY với Chi nhánh ủy tliảc thi phải ký Hợp đồng ùy thác TTBG với nhau.","Đồng tiền thanh toán ưong hoạt dộng mua bán, ttao dổi hàng hóa, dich vụ qua biên giới Việt Nam -Trung Quốc cùa thương nhân chi bao gồm ngoại tệ tự do chuyển dồi hoặc CNY.","1"
"149","Dịch vụ thanh toán biên giới Việt Nam -Trung Quốc mà Agribank đang cung cấp là nhũng dịch vụ nào dưới dây?","Dich vụ mờ tài khoản thanh toán bàng VND và dồng CNY","Dịch vụ thanh toán xuất, nhập khẩu hàng hóa và dịch vụ qua biên giới giữa thương nhân Việt Nam với thương nhân Trung Quốc","Dịch vụ xác nhận số tiền CNY nộp vào tài khoản của khách hàng là thương nhân Việt Nam","Tất cả đáp án hên đều dúng","4"
"150","Nguyên tấc nào sau dây trong giao dịch thanh toán biên giới là KHÔNG đúng?","Chi nhánh dầu mối thực hiện giao dịch thanh toán biên giới cho khách hàng Việt Nam và nước ngoài tại Chi nhánh đầu mối.","Đối với trường hợp ủy thác thanh toán hàng nhập khẩu bằng đồng CNY, ngân hàng ủy thác thanh toán bằng CNY cho Chi nhánh dầu mối.","Trường hợp chuyển tiền di, Chi nhánh đầu mối hưởng 40% phí dịch vụ.","Trường hợp chuyển tiền den, Chi nhánh ủy thác dược hường 100% phỉ dịch vụ.","2"
"151","Hãy cho biểt dịnh nghĩa của ""Chi nhánh loại I của Agribank dặt tại vùng biên giới, khu kinh tế cửa khẩu Việt Nam - Trung Quốc dược phốp hoạt dộng cung ứng dịch vụ thanh toán biên giới"" là gì?","Chi nhánh dầu mối","Chi nhánh ũy thác","Chi nhánh biên giới","Chi nhánh nhận ủy thác","3"
"152","Hãy cho biết định nghĩa cùa ""Chợ biên giới"" tạỉ Quy định về thanh toán biên giới Việt Nam - Trung Quốc trong hệ thống Agribank?","chợ hoặc khu, diem chợ biên giới, chợ cùa khẩu và chợ trong khu kinh té cửa khẩu nẳm ưên dịa bản xã, phường, tliị ưẩn hoặc khu vực hành chính tương dương có một phần dja giới hành chỉnh trùng với biên giời quốc gia trên dất liền, dồng thời cỏ hoạt dộng xuất khẩu, nhập kháu, mua bán, trao đồi hàng hóa cùa thương nhân và cư dân biên giới.","chợ hoặc khu, điểm chợ biên giới, chợ cửa khẩu và chợ ưong khu kinh tế cửa kltầu nằm trẽn dịa bàn xã, phường, thị trấn hoặc khu vực hành chinh tương dương có một phần địa giới hành chính trùng với biên giới quốc gia trên dất lièn và trên biển, dồng thời có hoạt dộng xuất khẩu, nhập kháu, mua bán, ưao dổi hàng hỏa của thương nhân và cư dân biên giới.","khu, diem, chợ nâm trong các cụm công nghiệp tập trung nằm trên dịa bàn các tinh biên giới, dồng thời có hoạt động xuất khẩu, nhập khẩu, mua bán, ưao dổi hàng hóa của thương nhân vả cư dân biên giới.","chợ hoặc khu, diem chợ, chợ ưong các khu kinh te cửa khẩu nằm trên địa bàn các tỉnh biên gĩởi, dồng thời có hoạt dộng xuẩt khẩu, nhập khẩu, mua bán, trao dổi hàng hóa của thương nhân và cư dân biên giới.","1"
"153","Đe triển khai thanh toán biên giới trực tiếp, Chi nhánh loại I phái đáp ứng những diều kiện nào sau đây?","Cỏ Hội sở đặt tại vùng biên giới, khu kinh tế cửa khầu hoặc có chi nhành loại II trực thuộc tại vùng biên giới, khu kinh tế cửa khẩu.","Có nhân sự, cơ sớ vật chất, công nghệ phù hợp dể tricn khai cung ứng dịch vụ thanh toán biên giới","Cỏ dổi tác phủ hợp dể hợp tác cung cẩp dịch vụ thanh toán biên giới","Tầt cả đáp án trên","4"
"154","Khách hàng Việt Nam là thương nhân cỏ hoạt dộng kinh doanh tại chợ biên giới dược sừ dụng tài khoãn thanh toán bằng dồng CNY tại Chi nhánh đầu mối dẻ thực hiện các giao dich nào dưới dây?","Thu CNY chuyền khoản tử viộc bán hàng hốa vả dịch vụ tại chợ biên giới","Thu CNY chuyền khoản từ phần chênh lệch trong giao djch bủ trử hàng hóa, dịch vụ xuất kliầu với hàng hóa, dịch vụ nhập kháu.","Chỉ bán CNY cho Chi nhánh dầu mối","Cá 2 đáp án (1) và (3) dều dũng","4"
"155","Đjnh nghĩa Thỏa thuận chi tiết trong hoạt dộng thanh toán thương mại biên giới Việt -Trung của Agribank là gi?","là các Thỏa thuận hợp tác chung cấp chi nhảnh về hoạt dộng TTBG bao gồm các nội dung: mở tải khoán, phương thức thanh toán, quàn lý tài khoán, xuất nhập khẩu tiền mặt đồng VND và CNY","là các Thỏa thuận hợp tác do Trụ sờ chính ký kết hợp tác TTBG cấp Trung ương với Ngân hàng dối tác","là các thỏa thuận hợp tác giữa chi nhánh dầu mổi và chi nhánh ủy thác ưong việc thực hiộn hớptácTTBG","là Thỏa thuận hợp tác Intemetbankỉng với ngân hàng đối tác","1"
"156","Cho biết quy định về tỷ lệ chia sê phí dịch vụ thanh toán thuơng mại biên giới (TTBG) với ngân hàng dổi tác Trung Quốc?","Chi nhánh biên giới chia sẽ phí dịch vụ TTBG với ngân hàng dối tác Trung Quốc theo tỷ lệ chia sè phỉ theo biếu phí dịch vụ do Tổng Giảm dốc Agribank ban hành.","Tỷ lệ chia sê phí giữa Chi nhảnh biên giới và ngân hảng đối tảc là : Chi nhánh hường 40% và ngân hàng dối tác hưởng 60%","Theo thỏa thuận giữa từng Chi nhánh biên giởi và NH đổi tác Trung Quốc","Tỳ lộ chia sẽ phí giữa Chi nhánh biÊn giới và ngân hàng đối tác là: Chi nhánh hưởng 60% và ngân hàng đổi tác hưởng 40%","3"
"157","Cho biết ngân hàng đối tác của nước nào dang sử dụng hộ thống thanh toán biên giới CBPS của Agribank?","Lào","Trung Quốc và Lào","Trung Quốc và Campuchía","Trung Quốc, Lào vã Campuchia","1"
"158","Hoạt động thanh toán thương mại biên giới thục hiện bằng phương thửc nào?","Thanh toán qua Ngân hàng","Thanh toán bảng tiền mặt","Thanh toán bù trừ giữa hàng hỏa, dịch vụ xuất khẩu với hàng hóa, dịch vụ nhập khẩu (phần chênh lệch thanh toán qua Ngân hàng)","Tất cả đáp án trên dều dúng","4"
"159","Cho biểt đơn vị thực hiện ký kết Biên bản ghi nhớ, Thỏa thuận hợp tác Thanh toán biên giới cấp trung ương với Ngân hàng dổi tác là đơn vị nào tại Agribank?","Trụ sở chính","Chi nhánh biên giới","Chi nhánh dầu mối","Chi nhánh ùy thác","1"
"160","Theo Incoterms 2010, dối với giá CIF, tại thời điểm nào rủi ro dược chuyền giao từ người bán sang người mua?","Tại dịa diem của người bán, sãn sàng vận chuyển lên xe.","Khi hàng hỏa dược giao cho người vận chuyền tại cảng giao hảng.","Trên mạn tàu tại câng giao hàng.","Trên mạn tâu tại câng dỡ hàng.","3"
"161","Theo Incoterms 2010, các diều kiện giao hàng nào sau dây mà người bản có nghĩa vụ mua bão hiềm cho hàng hóa?","FOB, CFR, FCA, CPT","CIF, CIP","CIF, CIP, DAP, DAT, DDP","CPT, CIF, CIP, DDP","2"
"162","Theo Incoterms 2010, đối với giá EXW, ai là người phài chịu tẩt cã các chi phí vận chuyển, time, và làm các thù tục hãi quan xuất khấu?","Người vận chuyển.","Người bán.","Người mua.","Tẩt cà các bên dều cỏ trách nhiệm như nhau.","3"
"163","Theo Incoterms 2010, dối với giá DDP, bên nào cỏ trách nhíộm mua bào hiểm hàng hóa?","Người bán.","Người mua.","Không bÊn nào cỏ trách nhiộm mua bào hiểm.","Người bán hoặc người mua.","3"
"164","Theo Incoterms 2010, đổi với giả CIF, giả trị bào hiếm tối thiều dược tính như thế nào?","theo giâ quy định tại hợp đồng.","theo giá quy dịnh tại họp dồng cộng thêm 110%.","theo giả quy định tại hợp đồng cộng thêm 10%.","theo giá quy đinh tại hợp dồng cộng thêm 100%.","3"
"165","Theo Incoterms 2010, dối với giá FOB và CIF, ben nào chju trách nhiệm trá phí vận chuyền?","FOB - người mua/ C1F -người bán.","FOB - người mua / CIF “ người mua.","FOB - người bán / CIF -người mua.","FOB-người bán/CIF-ngưởi băn.","1"
"166","Theo ƯCP 600, dổi với giả FOB, vận đơn dường biền phải thể hiện nội dung nào sau dây?","""Shipped on board and freight paid""","""Received for shipment and freight paid"".","""Shipped on board and freight payable at destination"".","""Received for shipment and freight payable at destination"".","3"
"167","Giá ""CIF"" trong Incoterms 2010 là viết tắt của tù nào?","""Carriage, insurance and freight""?","""Cost, insurance and freight"".","""Cost including freight"".","""Charges, insurance and freight"".","2"
"168","Chọn tử chỉnh xác nhất đe hoàn thành câu sau: ""Đối với giẳ EXW, ưâch nhiệm ít nhất thuộc về.....""","Người mua.","Người bán.","Người vận chuyển.","Ngân hàng phát hành.","2"
"169","Điều kiện thương mại quốc tế Incoterms 2020 dược sử dụng cho mục dich nào sau dây?","Xác dinh câng hoặc địa diểm mã quyền sỡ hữu hàng hóa dược chuyển giao từ người bán sang người mua.","Xác đinh câng hoặc địa diềm mà ngưởỉ bán hoàn thành ưách nhiệm giao hăng.","Xác định càng hoặc địa diểm hàng hóa phài hoàn thành thú tục hài quan","Xác dịnh càng hoặc dia diễm mả người mua phải thanh toán.","2"
"170","Trong Incoterms 2020, diều kiộn CPT là viết tẳt cho cụm từ nào?","Carriage and Insurance paid to","Carriage paid to","Ex works","Delivered at Terminal","2"
"171","Trong Incoterms 2020, diều kiộn DAT là viết tẳt cho cụm từ nào?","Carriage and Insurance paid to","Carriage paid to","Ex works","Delivered at Terminal","4"
"172","Theo diều kiện CIP (Incoterms 2020), người bán phải mua bào hiểm vởi mức tương đương Điều khoăn bào hiềm hàng hóa nào?","Điều khoản bào hiềm hàng hóa A","Điều khoán bào hiểm hàng hóa B","Điều khoán bảo hiểm hàng hỏa c","Tất cả đáp án trên","1"
"173","Trong Incoterms 2020, điều kiện CIP là viết tắt cho cụm từ nào?","Carriage and Insurance paid to","Cost, Freight","Cost","","1"
"174","Trong Incoterms 2020, diều kiện EXW là viết tắt cho cụm từ nào?","Ex works","Cost, Insurance and Freight","Carriage and Insurance paid to","","1"
"175","Hoàn thành nhận định sau dây: ""Ngân hàng phát hành cỏ trách nhiệm thanh toán không hủy ngang kề từ khi","Ngân hảng phát hành phát hành thư tin dụng.","Ngân hàng phát hành chấp nhận thanh toán thư tín dụng.","Bộ chủng từ dược xuất trinh den ngân hàng.","","1"
"176","For which type of availability, payment will be made with recourse since L/C is 1 unconfirmed?","by payment","by acceptance","by deffered payment","by negotiation","4"
"177","Bill of Lading phải chi rõ tên của người chuyên chớ và dược ký bời ai?","Người chuyên chở","Thuyền trường hoặc dại lý đích danh cửa hoặc thay mặt cho thuyền trường","Đại lý đích danh cùa hoặc thay mặt người chuyên chở","Người chuyên chờ hoặc Thuyền trương hoặc đại lý đích danh của hoặc thay mặt cho thuyền trưởng hoặc Đại lỷ đích danh của hoặc thay mặt người chuyên chờ","4"
"178","Câu nào sau dây dũng với Charter Party Bill of Lading?","Ngân hàng sẽ không kiểm tra các hợp dồng thuê tàu ngay cả khi cảc hợp đồng thuê tàu dược yêu cầu xuất trinh theo các điều khoân của ƯC.","Ngân hàng sẽ kiềm tra và bat lỗi nếu các hợp đồng thuê tàu không dược yêu cầu xuất trinh theo các điều khoản cùa L/C.","Ngân hàng sẽ phái kiềm tra các họp dồng thuê tàu nếu các họp dồng thuê tâu dược yêu cầu xuất trinh theo các diều khoản cùa L/C.","L/C phải quy định yêu cầu xuất trình các hợp đồng thuê tàu.","1"
"179","Neu chửng tử bào hiếm ghi rõ là dã dược phát hành nhiều hơn một bàn gốc, thỉ phải xuầt trinh bao nhiêu bân?","Xuất trình sổ bân gốc theo diều kiện của L/C","Tất cả các bân gốc phài được xuất trình","Xuất trình 01 bàn gốc","Xuất trình 01 bản gốc và 01 bàn sao","2"
"180","Neu L/C yêu cầu bão hiểm ""All risks"" thì chủng từ bâo hiểm phải dám bào điều kiện nào sau đây?","Chứng từ bảo hiểm xuất trình phải cỏ tiêu dề ""All risks"".","Chứng tử bảo hiểm xuất trinh phải có tiêu dề vả cỏ diều khoăn ""All risks"".","Chứng tử báo hiểm xuất trình có diều khoân hoặc cỏ ghi chú ""All risks"" dù cho có hay không cỏ ghi tiêu dề ""All risks"" till vẫn được chấp nhận.","Chửng từ bão hiểm xuất ưỉnh phài có tiêu dề và cỏ điều khoản ""All risks"" hoặc ghi chú ""All risks"".","3"
"181","Câu nào sau dây là dùng?","Trong các chứng từ, việc mô tà hàng hóa, các dịch vụ hoặc thực hiện, nếu quy dịnh, phải mô tà một cách chi tiết, phù hợp với mô tả hàng hôa trong L/C","Trong các chứng từ, việc mô tả hàng hóa, các dịch vụ hoặc thực hiện, nểu quy dịnh, cỏ thể mô tâ một cách chung chung, miễn là không mâu thuẫn với mõ tâ hàng hỏa trong L/C","Trong các chứng từ, trừ hóa đơn thương mại, việc mô tả hàng hỏa, các dịch vụ hoặc thực hiện, néu quy dịnh, cỏ thể mô tâ một cách chung chung, miễn là không mâu thuẫn vởi mô tã hàng hóa trong L/C","","3"
"182","UCP 600 quy dịnh về ngảy cùa các chứng từ xuẩt trinh như thế nào?","Có thể ghi trước ngày phát hành L/C nhưng không dược ghi sau ngày xuất trình chứng từ","Bẳt buộc phải ghi ngày sau ngày phát hành L/C","Củ thể sau ngày xuất ưình chửng từ","","1"
"183","Câu nào sau dây là sai?","Người giao hàng hoặc người gửi hàng ghi ưên bất cử chứng từ nào không nhất thiết là người thụ hường cửa L/C","Một chửng từ xuất trình nhưng uc không yêu cầu thỉ ngân hàng vẫn kiểm ưa chứng từ dó","Nếu L/C cỏ một diều kiện mà không quy dịnh chứng từ phài phù họp với diều kiện đỏ thỉ các ngân hàng sẽ coi diều kiện như thế là không cỏ và không xem xét đến diều kiện dó","Một chứng từ cỏ thế ghi ngày tnrởc ngày phát hành thư tín dụng, nhưng không dược ghi sau ngày xuất ưình chứng từ","2"
"184","Câu nào sau dây không đúng khi việc xuất trình chửng từ dược xác định là phủ hợp?","Khi một ngân hàng phát hành quyết định việc xuất trình lã phù hợp, tin ngân hàng phải thanh toán","Khi một ngân hãng xác nhặn quyềt dinh việc xuất ưinh chứng từ là phù hợp, thi ngân hàng phái thanh toán hoặc chiết khấu và chuyên giao các chứng từ tới ngân hàng phát hành","Khi một ngân hàng chỉ định quyết dinh việc xuẩt ưỉnh là phù hợp và thanh toán hoặc chiết khẩu tin ngân hăng phải chuyển giao các chứng từ đến ngân hàng xác nhận hoặc ngân hàng phát hành","Khỉ một ngân hàng phát hành quyết dinh việc xuất trinh là phù hợp, thỉ ngân hảng có thể xem xét việc thanh toán","4"
"185","Theo UCP 600, nội dung nào dưới dây mô tà chính xác nhất về ""negotiation""?","Là việc kiểm tra chứng từ cùa ngân hăng dược chi dinh vâ người thụ hưởng yêu cầu hoàn trà trước khi nhận dược thanh toán.","Là sự xác dịnh giá tri hổi phiếu vả/ hoặc bộ chứng từ cùa ngân hàng dược chì dịnh.","Là việc mua lại hổi phiếu vả/ hoặc bộ chứng tử cùa ngân hàng dược chi dinh.","Lả vice gửi bộ chứng từ thanh toán của ngân hàng được chỉ dịnli đến ngân hàng phát hành.","3"
"186","Một thư tín dụng hết hạn xuắt trình tại ngân hàng phát hành và yêu cầu hổi phiếu có thời hạn thanh toán ưong tương lai thi nội dung trưởng 31D là ""available with...""?","acceptance","deferred payment","negotiation","sight payment","1"
"187","Nhận dịnh nào dưới dây là dúng VC ’a clean credit'?","A clean credit docs not require any documents other than a draft or demand for payment.","A clean credit ensures die issuing bank maintains conưol of the goods.","A clean credit is only referred to as a direct-pay standby.","A clean credit must contain an inoperative clause.","1"
"188","Thư tín dụng mô tâ sổ lượng hàng hóa là ""5,000 cases of widgets"" mà không có nội dung nào khác liên quan, thi dung sai tổi da cho phép lả bao nhiêu?","0","0.03","0.05","0.1","1"
"189","Xuất trình phù hợp là việc xuất trình tuân thù:","Điều kiện và diều khoản của thư tín dụng","Các diều khoản dược ãp dụng cùa UCP","Tập quán ngân hàng tiêu chuẩn quốc tế ISBP.","Tầt cả đáp án trên","4"
"190","Trong phương thức uc, những chứng từ não phải dược xuất trinh cho ngân hàng phát hành đế thanh toán?","Bill of Exchange","Bill of Lading","Invoice","Tùy thuộc vào L/C yêu cầu nhũng chứng từ nào phải xuất trình","4"
"191","Các chứng tử nào sau dây bẳt buộc phài ghi ngày tháng cho dù L/C không quy định?","Invoice; Bill of Lading; Bill of Exchange.","Invoice; Bill of Lading; Insurance Policy","Bill of Exchange; Bill of Lading; Insurance Policy","Bill of Lading; Insurance Policy; Certificate of Origin","3"
"192","Trong phương thức thanh toán bằng thư tín dụng (L/C) ngân hàng giao dịch dựa vào yếu tổ nào?","Bộ chửng tử xuất trinh","Chất lượng, quy cách, phẩm chất, các vấn dề liên quan dến hàng hoá, dịch vụ","Khã năng dianh toán của khách hàng (Bên mỡ L/C)","Thỏa tiiuận giữa bên mua vái bên bản","1"
"193","L/C quy định phí thông báo là do người thụ hường chịu. Trường hợp Ngân hàng thông báo không thu dược phí từ người thụ hưởng, ngân hàng thông báo sẽ dòi phí từ ai?","Người thụ hưởng","Ngân hàng phát hành","Người mở/ Người phát hành","Ngân hàng chiết khấu","2"
"194","Thư tin dụng là gỉ?","Cam kết trả tiền cũa người nhập khẩu dối với người xuất khẩu","Cam kết trả tiền cùa ngân hảng phát hành đoi vởi người thụ hường","Cam kết thanh toán cùa ngân hàng phát hành cho một xuất trinh phù hợp","","3"
"195","Nếu ngân hăng phát hành quyết định xuắt trình là không phù hợp và từ chối thanh toán thi:","Phải gửi thông báo về việc từ chối thanh toán cho Người xuất ưĩnh","Thông báo phải nêu rõ ngân hàng đang từ chổi thanh toán, các sai biệt mà ngân hàng từ chối thanh toán và bành động cùa ngân hàng.","Thông báo phải gửi không muộn hơn ngày lảm việc ngân hàng thứ 5 tử ngày tiép theo ngày xuất trinh.","Tất cả đáp án ưên","4"
"196","Khí quyết định thông bảo L/C, Ngân hàng thông báo chịu trách nhiệm nào sau dây?","Kiểm ưa tính xác thực của thư tin dụng trước khi thông bảo;","Thõng báo chinh xác các diều kiện vả điều khoân cùa thư tin đụng.","Thông báo cho ngân hàng mà từ đỏ nõ dã nhận dược thư tin dụng, răng thư tín dụng dã dược thông báo","Đáp án (1) và (2)","4"
"197","Neu một ngân hàng được yêu cầu xác nhận L/C nhưng từ chối xác nhận thi phải làm gì?","Thông báo không chậm ưễ cho Ngân hàng phát hành","Có thề thông báo thư tín dụng mà không kèm xác nhận","Tiếp tục thông bão thư tín dụng mà không kèm xác nhận, không cần thông báo cho Ngân hàng phát hành","Đáp án (1) và (2)","4"
"198","Một L/C yêu cầu xuất trình Giấy chứng nhận chất lượng được phát hành bời một bên kiểm tra độc lập (independent) và cỏ uy tín (well known), chứng từ này có thề dược phát hành bởi bất cứ ai, trừ dổi tượng nào?","Người thụ hưởng","Công ty kiềm định chẩt lượng","Nhà sàn xuất","Người vận chuyển","1"
"199","Một L/C yêu cầu “Commercial Invoice in 4 copies”, người thụ hưởng phải xuất trình bao nhiêu bân?","4 bàn gồc hỏa đơn","ít nhất 1 bàn gốc và 3 bân sao","4 bàn sao hóa dơn","2 bàn gổc số còn lại là bân sao","2"
"200","Một Ngân hàng dã xác nhận L/C thì có được phép từ chổi xác nhận sửa dải L/C không?","Được phép","Không được phép","Được phép, nhưng phải thông báo không chậm trề cho Ngân hàng phát hành vả người thụ hường ưong thông bảo sửa dồi của mình","","3"
"201","Các chứng từ nào sau đây không bắt buộc phái kỷ?","Non-negotiable seaway bill","Certificate of origin","Commercial invoice","Insurance policy","3"
"202","L/C yêu cẩu c/o do người thụ hưởng cấp, C/O xuẩt trình do Phòng thương mại cấp, Ngân hàng sẽ chấp nhận hay không?","Chẩp nhận","Không chấp nhận","Chấp nhận nếu c/o chi ra tên người thụ hưởng","","3"
"203","Trong sổ những chứng tử bâo hiểm sau, chứng từ bảo hiếm nào dược chắp nhận theo UCP?","Insurance policy and Cover note","Insurance Certificate and Insurance Policy","Cover note and Insurance Certificate","Insurance Certificate and Insurance Policy, Declaration under an open cover","4"
"204","Sửa đồi L/C được Người thụ hưởng chấp nhận kill nào?","Người hướng lợi có thông báo chấp nhận sữa dồi.","Người hường lợi không cỏ Thông báo chấp nhận sửa dổi nhưng xuất ưình bộ chứng từ phù hợp với ƯC và sữa dổi L/C.","Người hường lợi thông báo chấp nhận một phần sửa dồi","Đáp án (1) và (2) dều dúng","4"
"205","Ngân hàng phát hành gửi một diện thông báo sơ bộ L/C. Câu nào sau dây là (lúng?","Ngân hàng phát hành có thề hủy bô điện này bất cứ lúc nào","Ngân hàng phát hành phải gửi một L/C cỏ hiệu lực thực hiện không chậm ưễ ngay sau dỏ với diều kiện L/C không mâu thuẫn với thông báo sơ bộ.","Bức diện nảy có thể bõ qua do nó không phải là L/C có hiệu lực thực hiện","","2"
"206","UCP 600 do ai ban hành?","Phòng Thương mại quốc tế (ICO","Ngân hàng thế giới (World Bank)","Quỹ Tiền tộ quốc tế (IMF)","Liên hợp quốc (UN)","1"
"207","Một hổi phiếu quy dịnh ngày đến hạn như sau: “10 days from bill of lading date”; Bill of lading date: 1/5/2022, Ngày đến hạn hối phiếu là ngày nào?","Ngàu 9/5/2022","Ngày 10/5/2022","Ngày 11/5/2022","","3"
"208","Trưởng hợp nảo sau dây cho phép ảp dụng dung sai +/-5% về số lượng hàng hóa?","L/C quy dịnh số lượng hàng hóa bằng dơn vị bao gói (packing units) hoặc mặt hàng riêng lè (items).","L/C quy định sổ lượng hàng hốa theo dơn vị: MT; KG..;","L/C quy dịnh số lượng hảng hóa không dược tảng giảm","Sẻ lượng hàng hóa tăng thêm 5% nhưng số tiền yêu cầu thanh toán vượt quá sẩ tiền cùa L/C gốc.","2"
